Q4,Q5_1,Q5_2,Q7,Q8,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q29_1,Q29_2,Q29_3,Q30
02/28/22,Electric,"Duke Energy Carolinas, LLC (Docket Number E-7 )",Yes,,,,,,,,1822162,298895,,,,,,,,355622,39921,,,,,,,,131166767,44905269,,,,,,,,76706,593,,,,,,,,76706,593,,,,,,,,51824278,1201792,,,,,,,,940,380,,,,,,,,544,245,,,,,,,,456,243,,,,,,,,73,48,,Yes,Yes,Yes,
02/28/22,Natural Gas,Frontier Natural Gas Company (Docket Number G-40),Yes,,,,,,,,2696,1919,,,,,,,,267,80,,,,,,,,20043.02,68187.43,,,,,,,,3,0,,,,,,,,1,0,,,,,,,,962.35,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,9,2,,Yes,Yes,Yes,
02/28/22,Water/Sewer,MOUNTAIN AIR UTILITIES CORPORATION (Docket Number W-1148),Yes,Both water and wastewater customers,438,46,437,23,,,,,,22,6,27,2,,,,,,6714.11,185.5,7861.14,1150.47,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,1,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,1,0,1,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/22,Water/Sewer,Cross-State Development Corporation (Docket Number W-408),Yes,Water only,,,,,,,168,0,,,,,,,,24,0,,,,,,,,5288.13,0,,,,,,,,1,0,,,,,,,,1,0,,,,,,,,348.15,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,3,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/22,Water/Sewer,"Carolina Water Service, Inc. of North Carolina (Docket Number W-354)",Yes,Both water and wastewater customers,33973,562,20070,673,,,,,,2966,57,1285,95,,,,,,532866.31,44210.6,346371.01,66071.3,,,,,,509,6,0,0,,,,,,400,5,0,0,,,,,,221986.57,14491.36,0,0,,,,,,33,0,14,0,,,,,,14,0,4,0,,,,,,8,0,4,0,,,,,,133,0,86,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/22,Water/Sewer,"GGCC Utility, Inc. (Docket Number W-755)",Yes,Both water and wastewater customers,269,1,191,1,,,,,,2,0,0,0,,,,,,378.78,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
02/28/22,Water/Sewer,Sandler Utilities at Mill Run LLC (Docket Number W-1130),Yes,Wastewater only,,,,,,,420,2,,,,,,,,245,1,,,,,,,,78335.43,4589.62,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/22,Water/Sewer,"TOTAL ENVIRONMENTAL SOLUTIONS, INC. (Docket Number W-1146)",Yes,Both water and wastewater customers,2105,15,0,2,,,,,,130,21,0,0,,,,,,6588,550,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,20,12,0,0,,,,,,18,3,0,0,,,,,,12,11,0,0,,,,,,8,1,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/22,Electric,"Dominion Energy North Carolina; Virginia Electric & Power Co., dba (Docket Number E-22)",Yes,,,,,,,,106211,18716,,,,,,,,17817,926,,,,,,,,10897415.12,424202.02,,,,,,,,6943,118,,,,,,,,6943,118,,,,,,,,9002654.45,180182.35,,,,,,,,136,36,,,,,,,,69,26,,,,,,,,55,17,,,,,,,,92,14,,Yes,Yes,Yes,
02/28/22,Natural Gas,"Piedmont Natural Gas Company, Inc. (Docket Number G-9)",Yes,,,,,,,,718637,74442,,,,,,,,96258,5691,,,,,,,,21905462,6452258,,,,,,,,10739,149,,,,,,,,5425,69,,,,,,,,3707925,386461,,,,,,,,901,188,,,,,,,,388,99,,,,,,,,79,19,,,,,,,,7521,894,,Yes,Yes,Yes,
02/28/22,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,605,0,413,0,,,,,,6,0,6,0,,,,,,278,0,406,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,4,0,4,0,,,,,,1,0,1,0,,,,,,4,0,4,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/22,Water/Sewer,MECO Utilities Inc. (Docket Number W-1166),Yes,Both water and wastewater customers,274,0,274,0,,,,,,7,0,7,0,,,,,,963,0,668,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,3,0,3,0,,,,,,2,0,2,0,,,,,,3,0,3,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/22,Water/Sewer,"LAKE JUNALUSKA ASSEMBLY, INC. (Docket Number W-1274)",Yes,Both water and wastewater customers,816,74,806,45,,,,,,7,0,7,0,,,,,,1974,0,0,0,,,,,,4,0,0,0,,,,,,4,0,0,0,,,,,,950,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
02/28/22,Water/Sewer,"904 Georgetown Treatment Plant, LLC (Docket Number W-1141)",No,Wastewater only,,,,,,,,,795,,,,,,,,,13,,,,,,,,,5762,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,"904 is a very small, neighborhood plant in a retirement, second home environment.  Many residents come down from the north to their summer home here and catch up on their bills "
02/28/22,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,513,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/22,Water/Sewer,"PLURIS, LLC (Docket Number W-1282)",Yes,Wastewater only,,,,,,,5831,183,,,,,,,,238,14,,,,,,,,15836.23,5257.26,,,,,,,,6,0,,,,,,,,0,0,,,,,,,,945.17,0,,,,,,,,8,0,,,,,,,,11,0,,,,,,,,6,0,,,,,,,,3,0,,Yes,Yes,Yes,
02/28/22,Water/Sewer,"PLURIS WEBB CREEK, LLC (Docket Number W-1314)",Yes,Wastewater only,,,,,,,1445,9,,,,,,,,126,2,,,,,,,,11840.04,1167.9,,,,,,,,13,0,,,,,,,,0,0,,,,,,,,1176.27,0,,,,,,,,10,0,,,,,,,,15,0,,,,,,,,7,0,,,,,,,,12,0,,Yes,Yes,Yes,
02/28/22,Water/Sewer,Fearrington Utilities (Docket Number W-661),Yes,Wastewater only,,,,,,,1423,2,,,,,,,,116,0,,,,,,,,29379.67,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/22,Water/Sewer,"Pluris Hampstead, LLC (Docket Number W-1305)",Yes,Wastewater only,,,,,,,865,76,,,,,,,,54,3,,,,,,,,4656.38,6402.21,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,31.96,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,1,0,,Yes,Yes,Yes,
02/28/22,Water/Sewer,"OLD NORTH STATE WATER COMPANY, LLC (Docket Number W-1300)",Yes,Both water and wastewater customers,1859,0,4149,22,,,,,,165,0,216,0,,,,,,3617.5,0,6721,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,10,0,0,0,,,,,,9,0,0,0,,,,,,8,0,0,0,,,,,,1,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/22,Water/Sewer,"MEADOWLANDS DEVELOPMENT, LLC (Docket Number W-1259)",Yes,Wastewater only,,,,,,,586,0,,,,,,,,2,0,,,,,,,,303.42,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,"KDHWWTP, L.L.C. (Docket Number W-1160)",No,Wastewater only,,,,,,,,,476,,,,,,,,,176,,,,,,,,,170944.12,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,Pine Island-Currituck LLC (Docket Number W-1072),No,Wastewater only,,,,,,,,,830,,,,,,,,,72,,,,,,,,,17541.53,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Natural Gas,"Piedmont Natural Gas Company, Inc. (Docket Number G-9)",Yes,,,,,,,,715603,74160,,,,,,,,89353,5585,,,,,,,,16634568,6142663,,,,,,,,11127,152,,,,,,,,6187,78,,,,,,,,3777831,357498,,,,,,,,129,98,,,,,,,,271,80,,,,,,,,20,14,,,,,,,,7008,805,,Yes,Yes,Yes,
01/31/22,Electric,"Duke Energy Progress, LLC (Docket Number E-2)",Yes,,,,,,,,1280333,218265,,,,,,,,183293,31678,,,,,,,,63090098,24892363,,,,,,,,44623,518,,,,,,,,44623,518,,,,,,,,22083625,505671,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
01/31/22,Electric,"Duke Energy Carolinas, LLC (Docket Number E-7 )",Yes,,,,,,,,1820291,298209,,,,,,,,360254,41369,,,,,,,,126621881,52978336,,,,,,,,77976,881,,,,,,,,77976,881,,,,,,,,51217609,1797814,,,,,,,,1012,625,,,,,,,,545,410,,,,,,,,445,277,,,,,,,,198,47,,Yes,Yes,Yes,
01/31/22,Natural Gas,"Public Service Company of North Carolina, Inc. (Docket Number G-5)",Yes,,,,,,,,577571,56204,,,,,,,,47502,3029,,,,,,,,6000080,1000040,,,,,,,,9233,144,,,,,,,,8366,116,,,,,,,,1300000,49000,,,,,,,,1427,94,,,,,,,,1342,83,,,,,,,,639,25,,,,,,,,56,7,,Yes,Yes,Yes,"""COVID special repayment plans enrollment ended 1/3/2022
Payment arrangements available to include Equal Payment Plan (Budget Bill), short-term and deferred payment plans
Data provided represents 01/01/2022 through 01/31/2022""
"
01/31/22,Water/Sewer,"MEADOWLANDS DEVELOPMENT, LLC (Docket Number W-1259)",Yes,Wastewater only,,,,,,,584,0,,,,,,,,12,0,,,,,,,,806.2,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,Scientific Water and Sewerage Corporation (Docket Number W-176),Yes,Both water and wastewater customers,1446,3,1573,3,,,,,,578,3,642,3,,,,,,17162,476,36103,164,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,81,0,81,0,,,,,,69,0,69,0,,,,,,54,0,54,0,,,,,,12,0,12,0,,,,,,Yes,Yes,Yes,
12/31/21,Water/Sewer,"KDHWWTP, L.L.C. (Docket Number W-1160)",No,Wastewater only,,,,,,,,,477,,,,,,,,,33,,,,,,,,,28266.55,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,"TOTAL ENVIRONMENTAL SOLUTIONS, INC. (Docket Number W-1146)",Yes,Both water and wastewater customers,2117,15,0,2,,,,,,105,3,0,0,,,,,,8864,5908,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,18,3,0,0,,,,,,14,5,0,0,,,,,,11,4,0,0,,,,,,10,3,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
11/30/21,Water/Sewer,"KDHWWTP, L.L.C. (Docket Number W-1160)",No,Wastewater only,,,,,,,,,419,,,,,,,,,416,,,,,,,,,273514.62,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
10/31/21,Water/Sewer,"KDHWWTP, L.L.C. (Docket Number W-1160)",No,Wastewater only,,,,,,,,,451,,,,,,,,,418,,,,,,,,,284647.96,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/21,Water/Sewer,"KDHWWTP, L.L.C. (Docket Number W-1160)",No,Wastewater only,,,,,,,,,422,,,,,,,,,175,,,,,,,,,225308.76,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/21,Water/Sewer,"KDHWWTP, L.L.C. (Docket Number W-1160)",No,Wastewater only,,,,,,,,,422,,,,,,,,,288,,,,,,,,,84373.98,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Natural Gas,Frontier Natural Gas Company (Docket Number G-40),Yes,,,,,,,,2678,1915,,,,,,,,284,81,,,,,,,,19807.42,57795.39,,,,,,,,3,0,,,,,,,,1,0,,,,,,,,727.5,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,10,1,,Yes,Yes,Yes,
01/31/22,Water/Sewer,"PLURIS, LLC (Docket Number W-1282)",Yes,Wastewater only,,,,,,,5804,183,,,,,,,,171,10,,,,,,,,10776.2,3395.72,,,,,,,,6,0,,,,,,,,0,0,,,,,,,,945.17,0,,,,,,,,19,0,,,,,,,,16,0,,,,,,,,13,0,,,,,,,,7,0,,Yes,Yes,Yes,
01/31/22,Water/Sewer,"PLURIS WEBB CREEK, LLC (Docket Number W-1314)",Yes,Wastewater only,,,,,,,1445,9,,,,,,,,87,0,,,,,,,,10802.62,0,,,,,,,,13,0,,,,,,,,0,0,,,,,,,,1176.27,0,,,,,,,,8,0,,,,,,,,4,0,,,,,,,,3,0,,,,,,,,17,0,,Yes,Yes,Yes,
01/31/22,Water/Sewer,"Pluris Hampstead, LLC (Docket Number W-1305)",Yes,Wastewater only,,,,,,,846,74,,,,,,,,38,5,,,,,,,,3063.62,2145.8,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,31.96,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,1,0,,Yes,Yes,Yes,
01/31/22,Electric,"Dominion Energy North Carolina; Virginia Electric & Power Co., dba (Docket Number E-22)",Yes,,,,,,,,106149,18714,,,,,,,,17781,934,,,,,,,,10932424.28,426570.65,,,,,,,,6830,119,,,,,,,,6830,119,,,,,,,,8798405.9,138352.98,,,,,,,,1,40,,,,,,,,5,24,,,,,,,,1,13,,,,,,,,0,18,,Yes,Yes,Yes,
01/31/22,Water/Sewer,"904 Georgetown Treatment Plant, LLC (Docket Number W-1141)",No,Wastewater only,,,,,,,,,795,,,,,,,,,19,,,,,,,,,7797,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,we are a small neighborhood waste water company in a resort area. Many of our homeowners have this as a second home/ vacation home.  We bill quarterly and can usually catch up on past due during the summer when people come down and use their home. 
01/31/22,Water/Sewer,"LAKE JUNALUSKA ASSEMBLY, INC. (Docket Number W-1274)",Yes,Both water and wastewater customers,818,0,802,0,,,,,,17,0,17,0,,,,,,2613,0,0,0,,,,,,8,0,0,0,,,,,,6,0,0,0,,,,,,486,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
01/31/22,Water/Sewer,"OLD NORTH STATE WATER COMPANY, LLC (Docket Number W-1300)",Yes,Both water and wastewater customers,1859,0,4149,22,,,,,,165,0,216,0,,,,,,3617.15,0,6721,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,10,0,0,0,,,,,,9,0,0,0,,,,,,8,0,0,0,,,,,,1,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,"GGCC Utility, Inc. (Docket Number W-755)",Yes,Both water and wastewater customers,269,1,191,1,,,,,,1,0,0,0,,,,,,189.39,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
12/31/21,Water/Sewer,Pine Island-Currituck LLC (Docket Number W-1072),No,Wastewater only,,,,,,,,,835,,,,,,,,,175,,,,,,,,,38262.39,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
11/30/21,Water/Sewer,Pine Island-Currituck LLC (Docket Number W-1072),No,Wastewater only,,,,,,,,,835,,,,,,,,,300,,,,,,,,,110978.88,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
10/31/21,Water/Sewer,Pine Island-Currituck LLC (Docket Number W-1072),No,Wastewater only,,,,,,,,,835,,,,,,,,,337,,,,,,,,,47178.23,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
09/30/21,Water/Sewer,Pine Island-Currituck LLC (Docket Number W-1072),No,Wastewater only,,,,,,,,,835,,,,,,,,,400,,,,,,,,,103653.98,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/21,Water/Sewer,Pine Island-Currituck LLC (Docket Number W-1072),No,Wastewater only,,,,,,,,,828,,,,,,,,,460,,,,,,,,,114393.82,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,Corriher Water Service (Docket Number W-233),No,Water only,,,,,,,,,0,,,,,,,,,147,,,,,,,,,4576.47,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,Sandler Utilities at Mill Run LLC (Docket Number W-1130),Yes,Wastewater only,,,,,,,420,2,,,,,,,,351,2,,,,,,,,99258.09,7242.22,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,Fearrington Utilities (Docket Number W-661),Yes,Wastewater only,,,,,,,1422,2,,,,,,,,7,0,,,,,,,,1980.48,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,504,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,South Asheville Water Works (Docket Number W-1104),No,Water only,,,,,,,,,62,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Not Applicable / Don't Know,Yes,
01/31/22,Water/Sewer,"AQUA North Carolina, Inc. (Docket Number W-218)",Yes,Both water and wastewater customers,81847,3664,21677,323,,,,,,1936,35,192,7,,,,,,868519,17819,94058,10041,,,,,,867,2,30,1,,,,,,973,10,31,4,,,,,,370884,0,12061,0,,,,,,135,12,9,0,,,,,,77,2,5,0,,,,,,35,0,0,0,,,,,,66,11,8,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,None
01/31/22,Water/Sewer,"Beacon's Reach Master Association, Inc. (Docket Number W-966)",No,Both water and wastewater customers,,,,,517,517,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,605,0,413,0,,,,,,7,0,5,0,,,,,,488,0,712,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,5,0,5,0,,,,,,2,0,2,0,,,,,,5,0,5,0,,,,,,0,0,0,0,,,,,,Yes,No,Yes,
01/31/22,Water/Sewer,MECO Utilities Inc. (Docket Number W-1166),Yes,Both water and wastewater customers,274,0,274,0,,,,,,1,0,1,0,,,,,,105,0,73,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,No,Yes,
01/31/22,Water/Sewer,"WATER QUALITY UTILITIES, INC. (Docket Number W-1264)",No,Wastewater only,,,,,,,,,773,,,,,,,,,8,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Yes,Yes,
01/31/22,Water/Sewer,"OLD NORTH UTILITY SERVICES, INC. (Docket Number W-1279)",No,Both water and wastewater customers,,,,,2,1,,,,,,,,1,0,,,,,,,,8926.13,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/22,Water/Sewer,FAIRFIELD WATER COMPANY (Docket Number W-1226),Yes,Water only,,,,,,,11,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
10/31/21,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,504,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
